word,graphemes
নদ-,"['ন', 'দ', '-']"
প্রবাল-,"['প্র', 'বা', 'ল', '-']"
সুন্দরবন।,"['সু', 'ন্দ', 'র', 'ব', 'ন', '।']"
ভা-,"['ভা', '-']"
"রত,","['র', 'ত', ',']"
শী-,"['শী', '-']"
তে,['তে']
কো-,"['কো', '-']"
কিলের,"['কি', 'লে', 'র']"
নদ,"['ন', 'দ']"
"নদী,","['ন', 'দী', ',']"
প্র-,"['প্র', '-']"
বাল,"['বা', 'ল']"
পূর্ব-পশ্চিম,"['পূ', 'র্ব', '-', 'প', 'শ্চি', 'ম']"
বাজায়,"['বা', 'জা', 'য়']"
পেঁজা,"['পেঁ', 'জা']"
আমেজ,"['আ', 'মে', 'জ']"
প্রাচীর,"['প্রা', 'চী', 'র']"
দির্ঘতম,"['দি', 'র্ঘ', 'ত', 'ম']"
দক্ষিণ,"['দ', 'ক্ষি', 'ণ']"
দক্ষিণ-পূর্বদিকে।,"['দ', 'ক্ষি', 'ণ', '-', 'পূ', 'র্ব', 'দি', 'কে', '।']"
খ্রিস্টানসহ,"['খ্রি', 'স্টা', 'ন', 'স', 'হ']"
ঈদ-পূজা-,"['ঈ', 'দ', '-', 'পূ', 'জা', '-']"
পার্বণে,"['পা', 'র্ব', 'ণে']"
ভঁেজা,"['ভঁে', 'জা']"
সমুদ্র-,"['স', 'মু', 'দ্র', '-']"
ভূপ্রাকৃতিক,"['ভূ', 'প্রা', 'কৃ', 'তি', 'ক']"
দক্ষিন-পূর্বদিকে।,"['দ', 'ক্ষি', 'ন', '-', 'পূ', 'র্ব', 'দি', 'কে', '।']"
"পূর্ব,","['পূ', 'র্ব', ',']"
"ভারত,","['ভা', 'র', 'ত', ',']"
দক্ষিণ-পূর্বে,"['দ', 'ক্ষি', 'ণ', '-', 'পূ', 'র্বে']"
দক্ষিণে,"['দ', 'ক্ষি', 'ণে']"
ছোট,"['ছো', 'ট']"
উর্ধ্বে।,"['উ', 'র্ধ্বে', '।']"
"বোদ্ধ,","['বো', 'দ্ধ', ',']"
খিষ্টান,"['খি', 'ষ্টা', 'ন']"
সহ,"['স', 'হ']"
বাঙালিরা,"['বা', 'ঙা', 'লি', 'রা']"
ঈদ-পূজা-পার্বণে,"['ঈ', 'দ', '-', 'পূ', 'জা', '-', 'পা', 'র্ব', 'ণে']"
ঢাক,"['ঢা', 'ক']"
ঢোল,"['ঢো', 'ল']"
"বাজায়ে,","['বা', 'জা', 'য়ে', ',']"
ভোঁজা,"['ভোঁ', 'জা']"
শীতে,"['শী', 'তে']"
"পিঠা-পুলি,","['পি', 'ঠা', '-', 'পু', 'লি', ',']"
ঝার্না-পাহার,"['ঝা', 'র্না', '-', 'পা', 'হা', 'র']"
সমুদ্রের,"['স', 'মু', 'দ্রে', 'র']"
বৃক্ষ,"['বৃ', 'ক্ষ']"
"নদনদী,","['ন', 'দ', 'ন', 'দী', ',']"
প্রবল,"['প্র', 'ব', 'ল']"
পৃথিবীর,"['পৃ', 'থি', 'বী', 'র']"
সমুদ্রসৈকত,"['স', 'মু', 'দ্র', 'সৈ', 'ক', 'ত']"
সুন্দার,"['সু', 'ন্দা', 'র']"
নগর,"['ন', 'গ', 'র']"
নিয়ে,"['নি', 'য়ে']"
রঙে,"['র', 'ঙে']"
অনন্য,"['অ', 'ন', 'ন্য']"
ভুপ্রাকৃতিক,"['ভু', 'প্রা', 'কৃ', 'তি', 'ক']"
সৌন্দর্যে,"['সৌ', 'ন্দ', 'র্যে']"
ভরপুর,"['ভ', 'র', 'পু', 'র']"
বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
মূলত,"['মূ', 'ল', 'ত']"
এশিয়ার,"['এ', 'শি', 'য়া', 'র']"
দক্ষিন,"['দ', 'ক্ষি', 'ন']"
এর,"['এ', 'র']"
"পুর্ব,","['পু', 'র্ব', ',']"
ও,['ও']
উত্তরে,"['উ', 'ত্ত', 'রে']"
ভারতে,"['ভা', 'র', 'তে']"
দক্ষিন-পূর্বে,"['দ', 'ক্ষি', 'ন', '-', 'পূ', 'র্বে']"
মায়ানমার,"['মা', 'য়া', 'ন', 'মা', 'র']"
দক্ষিনে,"['দ', 'ক্ষি', 'নে']"
বঙ্গোপসাগর।,"['ব', 'ঙ্গো', 'প', 'সা', 'গ', 'র', '।']"
দেশের,"['দে', 'শে', 'র']"
জনসংখ্যা,"['জ', 'ন', 'স', 'ং', 'খ্যা']"
১৬,"['১', '৬']"
কোটির,"['কো', 'টি', 'র']"
ঊর্ধ্বে।,"['ঊ', 'র্ধ্বে', '।']"
"মুসলিম,","['মু', 'স', 'লি', 'ম', ',']"
"হিন্দু,","['হি', 'ন্দু', ',']"
"বৌদ্ধ,","['বৌ', 'দ্ধ', ',']"
খ্রিষ্টানসহ,"['খ্রি', 'ষ্টা', 'ন', 'স', 'হ']"
সব,"['স', 'ব']"
ধর্মীয়,"['ধ', 'র্মী', 'য়']"
মানুষের,"['মা', 'নু', 'ষে', 'র']"
ঐক্যবদ্ধ,"['ঐ', 'ক্য', 'ব', 'দ্ধ']"
বাস,"['বা', 'স']"
এখানে।বাঙ্গালিরা,"['এ', 'খা', 'নে', '।', 'বা', 'ঙ্গা', 'লি', 'রা']"
ঈদ-পূজা-পার্বনে,"['ঈ', 'দ', '-', 'পূ', 'জা', '-', 'পা', 'র্ব', 'নে']"
ঢাক-ঢোল,"['ঢা', 'ক', '-', 'ঢো', 'ল']"
"বাজায়,","['বা', 'জা', 'য়', ',']"
ঘরে,"['ঘ', 'রে']"
উৎসবের,"['উ', 'ৎ', 'স', 'বে', 'র']"
আমেজ।,"['আ', 'মে', 'জ', '।']"
ঋতুতে,"['ঋ', 'তু', 'তে']"
প্রকৃতির,"['প্র', 'কৃ', 'তি', 'র']"
রুপ,"['রু', 'প']"
এখানে।,"['এ', 'খা', 'নে', '।']"
গ্রীষ্মে,"['গ্রী', 'ষ্মে']"
"উষ্ণতা,","['উ', 'ষ্ণ', 'তা', ',']"
আষাঢ়ে,"['আ', 'ষা', 'ঢ়ে']"
অথৈ,"['অ', 'থৈ']"
"প্লাবন,","['প্লা', 'ব', 'ন', ',']"
শরতে,"['শ', 'র', 'তে']"
পেঁজো,"['পেঁ', 'জো']"
"মেঘ,","['মে', 'ঘ', ',']"
হেমন্তে,"['হে', 'ম', 'ন্তে']"
নবান্নের,"['ন', 'বা', 'ন্নে', 'র']"
"আমেজ,","['আ', 'মে', 'জ', ',']"
শিতে,"['শি', 'তে']"
পিঠা-পুলি,"['পি', 'ঠা', '-', 'পু', 'লি']"
বসন্তে,"['ব', 'স', 'ন্তে']"
থাকে।,"['থা', 'কে', '।']"
ফুলের,"['ফু', 'লে', 'র']"
"সমারোহ,","['স', 'মা', 'রো', 'হ', ',']"
সাথে,"['সা', 'থে']"
কোকিলের,"['কো', 'কি', 'লে', 'র']"
ডাক।,"['ডা', 'ক', '।']"
ঝর্না-পাহাড়-সমুদ্রের,"['ঝ', 'র্না', '-', 'পা', 'হা', 'ড়', '-', 'স', 'মু', 'দ্রে', 'র']"
পাশে,"['পা', 'শে']"
"ফলজ,","['ফ', 'ল', 'জ', ',']"
"কাঠ,","['কা', 'ঠ', ',']"
ঔষধি,"['ঔ', 'ষ', 'ধি']"
বৃক্ষে,"['বৃ', 'ক্ষে']"
ছেয়ে,"['ছে', 'য়ে']"
থাকে,"['থা', 'কে']"
সবুজ,"['স', 'বু', 'জ']"
প্রান্তর।,"['প্রা', 'ন্ত', 'র', '।']"
অসংখ্য,"['অ', 'স', 'ং', 'খ্য']"
"নদ-নদী,","['ন', 'দ', '-', 'ন', 'দী', ',']"
দ্বীপ,"['দ্বী', 'প']"
আর,"['আ', 'র']"
প্রবাল,"['প্র', 'বা', 'ল']"
"প্রাচীর,","['প্রা', 'চী', 'র', ',']"
পৃথীবীর,"['পৃ', 'থী', 'বী', 'র']"
দীর্ঘতম,"['দী', 'র্ঘ', 'ত', 'ম']"
সমুদ্র,"['স', 'মু', 'দ্র']"
সৈকত,"['সৈ', 'ক', 'ত']"
"কক্সবাজার,","['ক', 'ক্স', 'বা', 'জা', 'র', ',']"
বৃহত্তম,"['বৃ', 'হ', 'ত্ত', 'ম']"
ম্যানগ্রোভ,"['ম্যা', 'ন', 'গ্রো', 'ভ']"
বন,"['ব', 'ন']"
সুন্দরবন,"['সু', 'ন্দ', 'র', 'ব', 'ন']"
এসব,"['এ', 'স', 'ব']"
দিয়ে,"['দি', 'য়ে']"
নানা,"['না', 'না']"
রঙ্গে,"['র', 'ঙ্গে']"
রূপসী,"['রূ', 'প', 'সী']"
এই,"['এ', 'ই']"
বাংলাদেশ।,"['বা', 'ং', 'লা', 'দে', 'শ', '।']"
প্রন্ততত্ত্ব,"['প্র', 'ন্ত', 'ত', 'ত্ত্ব']"
অশ্ব,"['অ', 'শ্ব']"
জদ্ধ,"['জ', 'দ্ধ']"
কঞ্জ,"['ক', 'ঞ্জ']"
নিক্রিয়,"['নি', 'ক্রি', 'য়']"
ব্রাক্ষণ,"['ব্রা', 'ক্ষ', 'ণ']"
ছম্ম,"['ছ', 'ম্ম']"
কব্জ,"['ক', 'ব্জ']"
আল্ফ,"['আ', 'ল্ফ']"
আহ্লদ,"['আ', 'হ্ল', 'দ']"
ছদ্ধ,"['ছ', 'দ্ধ']"
শুঙ্খধ্বনি,"['শু', 'ঙ্খ', 'ধ্ব', 'নি']"
শঙ্ঘবদ্ধ,"['শ', 'ঙ্ঘ', 'ব', 'দ্ধ']"
লাঞ্জনা,"['লা', 'ঞ্জ', 'না']"
ছম,"['ছ', 'ম']"
প্ল্যাণ্ট,"['প্ল্যা', 'ণ্ট']"
লন্ঠণ,"['ল', 'ন্ঠ', 'ণ']"
গণ্ডার,"['গ', 'ণ্ডা', 'র']"
স্বাত্ননা,"['স্বা', 'ত্ন', 'না']"
অশ্রীল,"['অ', 'শ্রী', 'ল']"
স্থলন,"['স্থ', 'ল', 'ন']"
বল্গী,"['ব', 'ল্গী']"
বৃষ্টিস্মাত,"['বৃ', 'ষ্টি', 'স্মা', 'ত']"
আশ্বত্থ,"['আ', 'শ্ব', 'ত্থ']"
স্কুলে,"['স্কু', 'লে']"
বিল্ম,"['বি', 'ল্ম']"
জীবাষ্ম,"['জী', 'বা', 'ষ্ম']"
কৃষ্ন,"['কৃ', 'ষ্ন']"
সঙ্ঘবদ্দ,"['স', 'ঙ্ঘ', 'ব', 'দ্দ']"
স্পদন,"['স্প', 'দ', 'ন']"
জীবাশ্মা,"['জী', 'বা', 'শ্মা']"
ক্লাপ্ত,"['ক্লা', 'প্ত']"
দিগ্বিজযী,"['দি', 'গ্বি', 'জ', 'যী']"
উদ্রান্ত,"['উ', 'দ্রা', 'ন্ত']"
অন্ধয়,"['অ', 'ন্ধ', 'য়']"
উদেশ্য,"['উ', 'দে', 'শ্য']"
গন্ডা,"['গ', 'ন্ডা']"
স্হলন,"['স্হ', 'ল', 'ন']"
ইস্ক্র,"['ই', 'স্ক্র']"
পণ্ডঃশ্রম,"['প', 'ণ্ড', 'ঃ', 'শ্র', 'ম']"
আত্না,"['আ', 'ত্না']"
নিম্নসম্পন্ন,"['নি', 'ম্ন', 'স', 'ম্প', 'ন্ন']"
ব্রহ্মণ,"['ব্র', 'হ্ম', 'ণ']"
দ্বন্দ,"['দ্ব', 'ন্দ']"
সঙ্ঘনবদ্ধ,"['স', 'ঙ্ঘ', 'ন', 'ব', 'দ্ধ']"
বিপদজ্জক,"['বি', 'প', 'দ', 'জ্জ', 'ক']"
শেষ্ঠত্ব,"['শে', 'ষ্ঠ', 'ত্ব']"
আত্ম,"['আ', 'ত্ম']"
ক্রাকর্তা,"['ক্রা', 'ক', 'র্তা']"
উন্দ্রান্ত,"['উ', 'ন্দ্রা', 'ন্ত']"
ভাল্ফ,"['ভা', 'ল্ফ']"
নিষ্ক্রয়,"['নি', 'ষ্ক্র', 'য়']"
লক্ষ্নী,"['ল', 'ক্ষ্নী']"
তীক্ষ্ম,"['তী', 'ক্ষ্ম']"
ভগ্নাহৃদয়,"['ভ', 'গ্না', 'হৃ', 'দ', 'য়']"
যগ্ম,"['য', 'গ্ম']"
জলোছ্বস,"['জ', 'লো', 'ছ্ব', 'স']"
উদ্রন্ত,"['উ', 'দ্র', 'ন্ত']"
লিন্সা,"['লি', 'ন্সা']"
ব্লাষ্টা,"['ব্লা', 'ষ্টা']"
উদ্দে,"['উ', 'দ্দে']"
শ্য,['শ্য']
ফিল্ডি,"['ফি', 'ল্ডি']"
ং,['ং']
স্প্ল্যাশ,"['স্প্ল্যা', 'শ']"
দন্দ,"['দ', 'ন্দ']"
অপরাহ্ন,"['অ', 'প', 'রা', 'হ্ন']"
ছোট্ট।,"['ছো', 'ট্ট', '।']"
ছন্দ,"['ছ', 'ন্দ']"
গলফ,"['গ', 'ল', 'ফ']"
বিষপ্ন,"['বি', 'ষ', 'প্ন']"
পত্নতত্ত্ব,"['প', 'ত্ন', 'ত', 'ত্ত্ব']"
অশ্বল্থ,"['অ', 'শ্ব', 'ল্থ']"
দম,"['দ', 'ম']"
স্কল,"['স্ক', 'ল']"
লিপনা,"['লি', 'প', 'না']"
স্পলাকা,"['স্প', 'লা', 'কা']"
হ্নাক্স,"['হ্না', 'ক্স']"
বাচ্চ,"['বা', 'চ্চ']"
কুঞ্চ,"['কু', 'ঞ্চ']"
অশুত্থ,"['অ', 'শু', 'ত্থ']"
পৃথী,"['পৃ', 'থী']"
দ্বন্ড,"['দ্ব', 'ন্ড']"
দ্বিগ্বিজয়ী,"['দ্বি', 'গ্বি', 'জ', 'য়ী']"
গ্রহ্ণ,"['গ্র', 'হ্ণ']"
জবৃ,"['জ', 'বৃ']"
উল্লাফ,"['উ', 'ল্লা', 'ফ']"
বৃষ্টিকৃষ্ণ,"['বৃ', 'ষ্টি', 'কৃ', 'ষ্ণ']"
নিষ্পা,"['নি', 'ষ্পা']"
প,['প']
স্বরন,"['স্ব', 'র', 'ন']"
গ্রীষ্ন,"['গ্রী', 'ষ্ন']"
যুদ্ধ,"['যু', 'দ্ধ']"
গ্রানি,"['গ্রা', 'নি']"
বিপদজনক,"['বি', 'প', 'দ', 'জ', 'ন', 'ক']"
লাঞ্চনা,"['লা', 'ঞ্চ', 'না']"
প্রতৃতত্ত্ব,"['প্র', 'তৃ', 'ত', 'ত্ত্ব']"
দন্ড,"['দ', 'ন্ড']"
উদভ্রান্ত,"['উ', 'দ', 'ভ্রা', 'ন্ত']"
মন্ঠন,"['ম', 'ন্ঠ', 'ন']"
সম্ভার,"['স', 'ম্ভা', 'র']"
সন্ত্বনা,"['স', 'ন্ত্ব', 'না']"
শষ্ক,"['শ', 'ষ্ক']"
পশ্চিমবঙ্গঁ,"['প', 'শ্চি', 'ম', 'ব', 'ঙ্গঁ']"
দিগ্বজয়ী,"['দি', 'গ্ব', 'জ', 'য়ী']"
যগ্ন,"['য', 'গ্ন']"
কতঘ্ন,"['ক', 'ত', 'ঘ্ন']"
সঙ্ঘনদ্ধ,"['স', 'ঙ্ঘ', 'ন', 'দ্ধ']"
বিপদজ্জনক,"['বি', 'প', 'দ', 'জ্জ', 'ন', 'ক']"
দ্বন্ব,"['দ্ব', 'ন্ব']"
উদ্ভ্রন্ত,"['উ', 'দ্ভ্র', 'ন্ত']"
ছন্দন,"['ছ', 'ন্দ', 'ন']"
লন্ডন,"['ল', 'ন্ড', 'ন']"
মন্ত,"['ম', 'ন্ত']"
গ্রহ্ন,"['গ্র', 'হ্ন']"
ব্লাস্টা,"['ব্লা', 'স্টা']"
সম্পন্না,"['স', 'ম্প', 'ন্না']"
ফিলিং,"['ফি', 'লি', 'ং']"
অন্ত,"['অ', 'ন্ত']"
বৃষ্টি,"['বৃ', 'ষ্টি']"
স্নাত,"['স্না', 'ত']"
নিষ্পন,"['নি', 'ষ্প', 'ন']"
নিম্ফল,"['নি', 'ম্ফ', 'ল']"
ছোট্রা,"['ছো', 'ট্রা']"
পঞ্চচন্ত্র,"['প', 'ঞ্চ', 'চ', 'ন্ত্র']"
অশ্বথ,"['অ', 'শ্ব', 'থ']"
স্ফলন,"['স্ফ', 'ল', 'ন']"
ধাক্কা,"['ধা', 'ক্কা']"
যুগ্ন,"['যু', 'গ্ন']"
সঙ্গবদ্ধ,"['স', 'ঙ্গ', 'ব', 'দ্ধ']"
অশ্বর্য,"['অ', 'শ্ব', 'র্য']"
সপ্ন,"['স', 'প্ন']"
লিস্পা,"['লি', 'স্পা']"
ফ্লেবার,"['ফ্লে', 'বা', 'র']"
ব্লাষ্ট,"['ব্লা', 'ষ্ট']"
উলম্ফ,"['উ', 'ল', 'ম্ফ']"
অল্ম,"['অ', 'ল্ম']"
বলগা,"['ব', 'ল', 'গা']"
জীবাশ্ন,"['জী', 'বা', 'শ্ন']"
স্খালন,"['স্খা', 'ল', 'ন']"
স্মরন,"['স্ম', 'র', 'ন']"
গ্রীম্ষ,"['গ্রী', 'ম্ষ']"
পশ্চিমবঞ্চ,"['প', 'শ্চি', 'ম', 'ব', 'ঞ্চ']"
গ্লানী,"['গ্লা', 'নী']"
শঙ্খধ্বনী,"['শ', 'ঙ্খ', 'ধ্ব', 'নী']"
জলোছ্বাস,"['জ', 'লো', 'ছ্বা', 'স']"
উজ্বল,"['উ', 'জ্ব', 'ল']"
পঞ্চতত্র,"['প', 'ঞ্চ', 'ত', 'ত্র']"
প্রত্নতত্ব,"['প্র', 'ত্ন', 'ত', 'ত্ব']"
দ্বদ্ব,"['দ্ব', 'দ্ব']"
উভ্রান্ত,"['উ', 'ভ্রা', 'ন্ত']"
দদ্ম,"['দ', 'দ্ম']"
ল্যান্ট,"['ল্যা', 'ন্ট']"
সাত্বনা,"['সা', 'ত্ব', 'না']"
মত্র,"['ম', 'ত্র']"
গুন্ম,"['গু', 'ন্ম']"
নিষ্কিয়,"['নি', 'ষ্কি', 'য়']"
ইক্রু,"['ই', 'ক্রু']"
ত্রী,['ত্রী']
প্লাশ,"['প্লা', 'শ']"
স্বরণ,"['স্ব', 'র', 'ণ']"
অপরাত্ন,"['অ', 'প', 'রা', 'ত্ন']"
জ্ব,['জ্ব']
র,['র']
ডক্টব,"['ড', 'ক্ট', 'ব']"
ভগ্নহৃদয,"['ভ', 'গ্ন', 'হৃ', 'দ', 'য']"
গন্ডাব,"['গ', 'ন্ডা', 'ব']"
ফ্লেভাব,"['ফ্লে', 'ভা', 'ব']"
নিষ্ক্রিয,"['নি', 'ষ্ক্রি', 'য']"
কণ্ঠক,"['ক', 'ণ্ঠ', 'ক']"
ছদ্ব,"['ছ', 'দ্ব']"
প্লান্ট,"['প্লা', 'ন্ট']"
স্বান্ত্বনা,"['স্বা', 'ন্ত্ব', 'না']"
বঙ্গ,"['ব', 'ঙ্গ']"
স্বান্তনা,"['স্বা', 'ন্ত', 'না']"
জীবান্ম,"['জী', 'বা', 'ন্ম']"
বৃষ্টিপাত,"['বৃ', 'ষ্টি', 'পা', 'ত']"
দিগ্বীজয়ী,"['দি', 'গ্বী', 'জ', 'য়ী']"
শিরোচ্ছেদ,"['শি', 'রো', 'চ্ছে', 'দ']"
ডক্টির,"['ড', 'ক্টি', 'র']"
মগ্ধ,"['ম', 'গ্ধ']"
ইচ্চা,"['ই', 'চ্চা']"
লাঞ্ছানা,"['লা', 'ঞ্ছা', 'না']"
পড়শ্রম,"['প', 'ড়', 'শ্র', 'ম']"
উপক্ত,"['উ', 'প', 'ক্ত']"
প্রত্নত,"['প্র', 'ত্ন', 'ত']"
অশ্রস্থ,"['অ', 'শ্র', 'স্থ']"
শ্রেষ্ঠ্যত্ব,"['শ্রে', 'ষ্ঠ্য', 'ত্ব']"
আক্তা,"['আ', 'ক্তা']"
ত্রণকর্তা,"['ত্র', 'ণ', 'ক', 'র্তা']"
প্রথ্বী,"['প্র', 'থ্বী']"
অদ্ভুদ,"['অ', 'দ্ভু', 'দ']"
